Topflight,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Club_member,Any_cc_miles_12mo,Phone_sale
0,226941,1000,44771,17,0,0,0,1,No
0,94544,0,111827,8,350,1,0,1,No
1,128302,0,132263,32,400,2,0,1,No
0,3664,0,0,0,0,0,0,0,No
0,56017,0,3905,6,1668,1,0,1,No
1,40835,0,50602,39,2250,10,0,1,No
1,24496,0,4000,3,500,1,1,0,No
0,36033,0,36033,13,0,0,0,1,No
0,12766,0,1900,4,400,2,0,0,No
1,147596,0,19175,19,16675,18,1,0,No
0,16489,0,4851,27,0,0,0,0,No
0,84516,0,22713,15,0,0,0,1,No
0,74147,0,8315,16,50,1,0,1,No
0,24887,0,0,0,0,0,0,0,No
0,56954,0,29409,32,0,0,0,1,Yes
0,8647,0,0,0,0,0,0,0,No
0,37114,0,21623,12,0,0,0,1,No
0,50715,0,39211,13,0,0,0,1,No
0,149305,0,49893,19,0,0,0,1,No
1,225665,0,4288,15,500,1,1,1,No
0,20534,0,589,7,0,0,0,1,No
0,3962,0,292,8,0,0,0,1,No
0,5112,0,0,0,0,0,0,0,No
0,67358,0,67027,34,500,1,0,1,No
0,11925,0,400,4,400,4,0,0,No
0,30300,0,2160,7,0,0,0,1,No
0,39139,0,710,4,0,0,0,0,No
0,52440,0,500,1,0,0,0,0,No
0,23329,0,6326,3,0,0,0,1,Yes
0,10679,0,13363,12,0,0,0,1,No
0,53487,0,0,0,0,0,0,0,No
1,355423,5009,20500,20,100,1,0,1,No
0,9052,0,280,2,0,0,0,0,No
0,129972,0,15081,18,500,1,0,1,No
0,283670,0,39260,39,200,1,0,1,No
1,189054,0,17900,25,7400,23,1,0,No
0,150312,0,1000,1,0,0,0,0,No
0,33517,0,1250,2,250,1,1,0,No
0,97750,0,12616,16,600,2,0,1,No
0,59035,0,245,4,0,0,0,0,Yes
0,132335,0,30273,14,0,0,0,1,No
1,82981,0,105325,44,1000,2,0,1,No
0,52139,0,16314,14,250,1,0,1,No
0,123313,0,31595,15,0,0,0,1,No
0,131755,909,37299,16,0,0,0,1,No
0,46440,0,5582,24,0,0,0,0,No
0,58970,0,13467,18,0,0,0,1,No
1,152367,0,43406,24,700,3,0,1,No
0,80534,0,20715,17,0,0,0,1,No
0,12184,0,1160,3,0,0,0,0,No
0,10355,0,6510,10,0,0,0,1,No
0,39947,0,1750,7,0,0,0,1,No
0,3082,0,0,0,0,0,0,0,No
0,37563,0,8142,14,0,0,0,1,No
0,145868,0,61068,18,10042,4,1,1,Yes
0,14231,0,4950,24,1700,5,1,0,No
0,87282,0,13480,10,0,0,0,1,No
0,11355,0,135,3,0,0,0,0,No
1,197239,0,53412,25,250,2,0,1,Yes
0,50586,0,0,0,0,0,0,0,No
0,54388,0,27516,14,0,0,0,1,No
0,30546,0,11304,14,0,0,0,1,No
0,24407,0,923,10,0,0,0,1,No
1,640169,0,82561,36,400,2,0,1,No
0,56213,0,3207,14,350,1,0,1,No
0,21944,0,29461,13,0,0,0,1,Yes
0,76552,0,150010,36,0,0,0,1,No
0,37244,0,38220,18,0,0,0,1,No
0,38439,0,3318,13,0,0,0,1,No
0,32160,0,1130,6,250,1,0,0,No
0,126873,0,95598,32,500,1,0,1,Yes
0,8000,0,2250,11,0,0,0,0,No
0,194906,0,23780,14,200,1,0,1,No
0,85751,0,26842,14,0,0,0,1,No
0,15676,0,0,0,0,0,0,0,No
0,55064,0,8041,13,0,0,0,1,No
0,40675,0,1413,9,0,0,0,1,No
0,7843,0,600,2,600,2,0,0,No
0,56896,0,34019,15,0,0,0,1,No
0,91935,0,17550,18,0,0,0,1,No
0,50496,0,13287,26,0,0,0,1,No
0,19896,2395,9866,11,0,0,0,1,No
0,156853,0,37625,14,0,0,0,1,No
0,65533,0,7595,10,0,0,0,1,No
1,223670,0,32709,13,2227,4,0,0,No
1,91813,0,8690,11,2000,4,0,0,No
0,12207,0,0,0,0,0,0,0,Yes
0,26421,0,1250,3,0,0,0,0,No
0,16176,0,0,0,0,0,0,0,No
0,44754,0,0,0,0,0,0,0,No
0,23827,0,8125,37,1000,2,0,0,Yes
0,93743,0,1210,7,650,5,0,0,No
0,4787,0,3125,8,500,1,0,0,No
0,179472,0,11289,15,0,0,0,1,Yes
0,73639,0,4709,10,2709,9,0,0,No
0,76077,0,500,4,0,0,0,0,No
1,66456,0,3500,4,1000,2,0,0,Yes
0,14273,0,0,0,0,0,0,0,No
0,134346,0,100210,18,0,0,0,1,No
0,37693,0,30546,7,0,0,0,1,No
0,11961,0,11961,10,0,0,0,1,No
0,63311,0,90181,34,950,6,0,1,No
0,20678,0,2155,8,0,0,0,1,Yes
0,5316,0,1134,4,0,0,0,1,No
1,86511,0,5000,6,2000,4,0,0,No
1,133831,0,100,1,100,1,0,0,No
1,30306,0,2500,1,0,0,0,0,No
0,95925,0,7337,22,350,2,0,0,Yes
0,35080,3867,0,0,0,0,0,0,No
0,14304,0,0,0,0,0,0,0,No
1,115385,0,5890,15,1250,7,0,0,No
0,66411,1000,34826,19,3001,9,0,1,No
0,6978,0,610,3,0,0,0,0,No
0,39909,0,2682,14,0,0,0,1,No
0,8767,0,6589,8,3892,6,0,0,No
0,25544,0,3271,7,0,0,0,1,No
0,166417,0,28607,11,0,0,0,1,No
0,69555,0,21957,16,250,1,0,1,Yes
0,2344,0,1478,10,0,0,0,1,No
0,8780,0,2750,15,0,0,0,0,No
1,111064,0,12700,7,2700,6,0,0,No
0,44654,0,48874,16,0,0,0,1,No
0,32678,0,0,0,0,0,0,0,No
1,327126,1452,97997,25,350,3,1,1,Yes
0,76387,0,3588,7,0,0,0,1,No
0,268097,0,26933,25,0,0,0,1,No
0,52195,0,35847,13,0,0,0,1,No
0,137778,0,19557,18,0,0,0,1,Yes
1,354807,0,6000,12,3500,11,1,0,No
0,3056,0,1200,3,0,0,0,1,No
1,101901,0,17898,22,100,1,1,1,No
0,34182,0,0,0,0,0,0,0,No
0,7371,0,1375,4,0,0,0,0,No
1,178733,0,26465,22,1800,4,0,1,Yes
0,87553,0,15681,14,0,0,0,1,No
0,14614,0,2275,3,0,0,0,0,No
0,91259,0,60609,12,0,0,0,1,No
0,23997,0,250,2,250,2,0,0,No
0,37202,0,15000,4,0,0,0,0,No
1,53232,888,80696,65,22100,45,0,1,No
0,54594,0,14402,14,0,0,0,1,No
0,57474,0,5535,7,0,0,0,1,No
0,20111,0,5653,12,0,0,0,1,No
1,45950,0,38921,22,750,2,0,1,No
1,67948,0,2750,5,650,3,0,0,No
1,216498,0,43083,24,2500,5,0,1,No
1,100649,0,4000,3,500,1,0,0,No
0,52713,0,16273,13,100,1,0,1,No
0,186892,0,63444,13,500,1,0,1,No
0,11690,0,17615,17,0,0,0,1,No
1,144697,0,2000,1,0,0,0,0,No
0,75179,0,1015,2,0,0,0,0,No
0,19850,0,500,1,500,1,0,0,No
0,96154,0,7052,15,0,0,0,1,No
0,55778,0,6500,12,500,1,0,0,No
0,36227,0,7230,14,0,0,0,1,No
0,93848,0,1600,4,1500,3,0,0,Yes
0,41153,0,28686,15,0,0,0,1,No
0,20789,0,0,0,0,0,0,0,No
1,121992,6057,3200,4,600,2,0,0,No
0,37911,0,2250,11,0,0,0,0,No
0,233656,0,41941,14,500,1,0,1,No
0,41133,0,635,3,0,0,0,0,No
0,60864,0,23364,19,50,1,0,1,No
0,90526,0,2000,9,0,0,0,0,Yes
0,15148,0,15148,3,0,0,0,1,No
0,5393,0,0,0,0,0,0,0,No
0,434,0,15530,5,0,0,0,1,No
0,81055,0,14344,14,0,0,0,1,No
0,31360,0,821,7,0,0,0,1,No
0,156885,0,38601,19,0,0,0,1,Yes
0,4148,0,13504,18,0,0,0,1,No
0,63820,0,13981,15,0,0,0,1,No
1,379744,2081,19191,17,1850,11,1,0,No
0,76659,0,0,0,0,0,0,0,No
1,40724,0,29481,14,0,0,0,1,No
1,146173,0,13871,17,0,0,0,1,No
0,26055,0,647,9,0,0,0,1,No
0,68,0,590,1,0,0,0,0,No
0,50001,0,4853,12,0,0,0,1,Yes
0,122506,0,21022,13,0,0,0,1,No
0,126886,0,9120,17,0,0,0,1,No
0,42342,0,11408,23,11408,23,0,0,No
1,58898,0,23050,15,50,1,0,0,No
0,45735,0,10085,3,0,0,0,1,No
0,77225,0,30646,15,0,0,0,1,No
0,59874,0,0,0,0,0,0,0,No
0,30868,0,405,3,0,0,0,0,No
0,34257,0,2010,4,0,0,0,0,No
0,42639,0,7366,12,0,0,1,1,No
0,771,0,40256,4,0,0,0,1,No
1,89708,0,8000,4,0,0,0,0,No
0,75892,0,8738,15,0,0,0,1,No
1,140918,0,69760,32,0,0,0,1,No
0,475338,0,39680,22,700,4,0,1,No
0,14426,0,0,0,0,0,0,0,No
0,29559,0,28969,16,0,0,1,1,No
0,113113,0,10736,13,0,0,0,1,No
0,73027,0,34002,19,0,0,0,1,No
0,17386,0,0,0,0,0,0,0,No
0,9310,0,500,1,500,1,0,0,No
0,11023,0,0,0,0,0,0,0,No
0,55406,0,38118,18,500,1,0,1,No
0,47638,0,0,0,0,0,0,0,Yes
0,30040,0,8636,8,500,1,0,1,No
0,24787,0,1000,1,0,0,0,0,No
0,40758,0,3500,4,1000,2,0,0,No
0,726,0,0,0,0,0,1,0,No
0,40686,0,260,2,0,0,0,0,No
0,16626,0,2500,13,0,0,0,0,No
0,18944,0,300,3,300,3,0,0,No
1,114949,0,87136,24,600,2,0,1,No
0,32522,0,5971,4,471,2,0,0,No
1,86533,0,3700,4,700,2,0,0,Yes
0,166470,0,9574,16,0,0,0,1,No
0,10797,0,0,0,0,0,0,0,No
0,131618,0,46473,16,0,0,0,1,No
1,77523,1112,11050,5,1000,2,1,0,No
0,47905,0,14575,16,2000,4,0,1,No
0,28695,0,0,0,0,0,0,0,No
0,15253,0,5427,8,0,0,0,1,No
0,193818,0,16327,13,0,0,0,1,No
0,30556,0,950,5,550,3,0,0,Yes
0,22678,0,2125,7,0,0,0,0,No
1,89430,0,24314,18,0,0,0,1,No
0,26522,0,18479,13,0,0,0,1,No
1,59913,0,2210,5,150,1,0,0,No
0,16516,0,500,1,0,0,0,0,No
0,49050,0,18436,16,0,0,0,1,No
0,27981,0,63004,17,0,0,0,1,Yes
0,4939,0,1000,1,0,0,0,0,No
0,26077,0,6768,4,0,0,0,1,Yes
0,110893,0,4653,6,0,0,0,1,No
1,56455,0,6000,3,0,0,0,0,No
1,32699,0,1500,2,500,1,0,0,Yes
0,109790,0,16108,4,0,0,0,1,No
0,166681,0,107645,25,0,0,0,1,Yes
1,145233,0,9366,5,4866,3,0,0,No
0,1054,0,15147,3,0,0,0,1,No
0,27532,0,4639,13,0,0,0,1,Yes
1,62464,0,5675,16,500,1,0,0,No
0,4041,0,0,0,0,0,0,0,No
0,28138,0,6330,29,0,0,0,1,No
0,33010,0,0,0,0,0,0,0,No
0,45687,0,45,2,0,0,0,0,No
1,12981,0,0,0,0,0,0,0,No
1,168246,1514,4600,4,100,2,0,0,No
0,75505,0,30850,17,500,1,0,1,No
0,55591,0,8817,13,0,0,0,1,No
0,37358,0,50488,19,0,0,0,1,No
0,33803,0,6100,34,0,0,0,0,No
0,2500,0,2500,1,0,0,0,0,No
0,140527,0,3500,14,0,0,0,0,No
0,5360,0,0,0,0,0,0,0,No
1,124430,0,15523,17,1200,8,0,1,No
0,240007,0,46771,14,0,0,0,1,Yes
0,245021,0,13639,15,180,1,0,1,No
0,53518,0,73933,30,400,1,0,1,No
0,122545,0,269,4,250,1,0,1,No
1,192889,0,10500,5,0,0,0,0,No
1,227776,0,47286,19,2276,5,0,1,No
0,37833,0,48172,15,500,1,0,1,No
0,48256,0,9690,2,0,0,0,1,No
1,99704,2704,15750,12,0,0,0,1,Yes
1,394999,0,4150,5,150,3,0,0,No
0,82497,0,0,0,0,0,0,0,No
0,15326,7663,0,0,0,0,0,0,No
0,32619,0,1070,7,0,0,0,1,No
0,57017,0,2495,11,0,0,1,1,Yes
0,252741,0,29296,19,635,3,0,1,No
0,49375,0,23628,14,0,0,0,1,No
0,25341,0,38,4,0,0,0,1,Yes
0,45150,0,18907,13,0,0,0,1,No
1,187462,0,10500,5,500,4,0,0,No
0,19132,0,9124,17,0,0,0,1,Yes
1,196967,0,38490,37,9550,20,0,1,Yes
0,13040,0,500,1,0,0,0,0,No
1,184301,0,6454,13,3954,12,0,0,No
0,36294,0,0,0,0,0,0,0,No
0,89840,0,7048,14,0,0,0,1,Yes
1,6914,0,1500,1,0,0,0,0,Yes
0,28493,0,21845,22,300,1,0,1,No
0,111793,0,500,1,0,0,0,0,No
0,18700,0,870,2,0,0,0,0,No
1,53957,0,7000,4,500,1,0,0,No
1,135770,0,4700,5,200,3,0,0,No
0,189784,0,35464,18,2197,4,0,1,No
0,60076,0,45582,9,0,0,0,1,No
0,3522,0,3522,4,0,0,0,1,No
0,36736,0,0,0,0,0,0,0,No
0,100634,0,69669,28,1540,12,0,1,Yes
0,88918,0,5537,14,0,0,0,1,No
1,245045,0,25039,16,500,1,0,1,No
0,37948,0,19213,43,0,0,0,1,No
0,81552,0,7703,8,0,0,0,1,No
0,118067,0,8715,12,0,0,1,1,No
0,268314,0,29968,14,500,1,0,1,No
1,135488,0,57787,16,0,0,0,1,No
0,68243,0,10012,22,903,3,0,1,Yes
0,56693,3953,20454,11,0,0,0,1,No
1,194875,0,7550,6,1050,3,0,0,No
0,206155,0,28447,17,0,0,0,1,No
0,35425,0,4125,19,0,0,0,0,Yes
1,161579,0,7688,21,5688,20,0,0,No
0,11314,1000,741,4,0,0,0,0,No
0,119531,0,60503,43,250,1,0,1,No
1,48433,0,4300,5,800,3,0,0,No
0,10872,0,4500,27,0,0,0,0,Yes
0,109268,0,7401,17,750,1,0,1,No
0,105160,0,20458,21,0,0,0,1,No
1,90919,0,44430,17,0,0,0,1,Yes
1,50230,0,4149,9,800,4,0,0,No
1,74538,0,18835,21,0,0,0,1,No
0,4606,0,4320,6,0,0,0,0,No
0,61617,0,23495,13,0,0,0,1,Yes
0,15275,0,75,2,0,0,0,0,No
0,112891,0,500,1,500,1,0,0,No
1,41176,0,7624,7,2624,4,0,0,No
1,81251,0,19500,6,0,0,0,0,No
0,18142,0,220,4,0,0,0,0,No
0,16200,0,40455,17,0,0,0,1,No
0,8913,0,2050,10,50,1,0,0,No
0,14372,0,9042,13,0,0,0,1,Yes
0,77965,0,41126,33,2683,7,0,1,No
0,12271,500,7684,15,1000,2,0,1,Yes
0,49874,0,39976,13,0,0,0,1,No
0,35445,0,3379,9,0,0,0,1,No
1,91755,0,5026,8,751,3,0,0,No
0,33753,0,14961,14,500,1,0,1,No
0,53750,0,23135,14,0,0,0,1,No
1,110132,0,19000,5,0,0,0,0,No
0,12221,0,511,4,0,0,0,1,No
0,65519,0,0,0,0,0,1,0,No
1,47291,0,1350,4,350,3,0,0,No
0,124564,0,11026,13,0,0,0,1,Yes
0,24111,0,9374,16,0,0,0,1,No
0,35801,0,3337,13,0,0,0,1,No
1,150972,0,2700,3,700,2,0,0,No
1,292023,0,14125,12,3250,7,1,0,No
1,47090,0,0,0,0,0,0,0,No
0,1300,0,454,11,0,0,0,1,No
1,109103,2370,19600,27,7600,24,0,0,No
1,101057,0,13650,11,2150,9,0,0,No
0,20900,0,1000,1,0,0,0,0,No
0,46607,0,0,0,0,0,0,0,Yes
0,33017,0,1069,7,250,1,0,1,Yes
0,30729,0,16456,15,0,0,0,1,No
0,35546,0,3376,10,0,0,0,0,No
0,7845,0,265,3,0,0,0,0,No
0,25788,0,4650,13,4650,13,0,0,No
0,13543,0,1443,7,423,2,0,0,No
0,16618,0,897,5,0,0,0,1,No
0,11548,0,1634,7,0,0,0,1,No
0,22181,0,6245,15,0,0,0,1,No
0,222312,0,29039,17,0,0,0,1,Yes
0,25080,0,2060,12,0,0,0,1,No
0,17964,0,5030,23,0,0,0,1,No
0,155385,0,15267,12,0,0,0,1,No
0,3977,0,0,0,0,0,0,0,No
0,14620,0,0,0,0,0,0,0,No
0,46882,0,0,0,0,0,0,0,No
0,3350,0,65,3,0,0,0,0,No
0,3049,0,0,0,0,0,0,0,No
0,32377,0,250,2,250,2,0,0,No
0,9396,0,860,5,350,2,0,0,Yes
0,102669,0,6760,14,306,2,0,1,No
1,26745,0,17547,9,0,0,0,1,No
0,120576,0,36635,14,0,0,0,1,No
0,7658,0,300,1,0,0,0,0,No
1,11136,0,100,1,0,0,0,0,No
0,168778,0,57060,20,500,1,0,1,Yes
0,124979,0,14267,14,0,0,0,1,No
0,35659,0,1102,9,0,0,0,1,No
0,55996,867,12165,14,0,0,0,1,No
0,65904,0,47224,35,5350,18,0,1,No
0,125679,0,68151,27,650,1,0,1,No
0,235312,0,56685,16,0,0,0,1,Yes
0,64414,0,1952,12,0,0,0,1,No
0,34204,0,16862,9,1700,5,0,1,No
0,22384,0,0,0,0,0,0,0,No
0,13381,0,1150,2,150,1,0,0,No
0,10959,0,500,1,0,0,0,0,No
0,28607,0,5943,5,0,0,0,1,No
0,30686,0,6161,2,0,0,0,1,Yes
0,8260,0,700,2,0,0,0,0,No
0,61584,0,27937,14,0,0,0,1,No
0,141594,0,30565,16,0,0,0,1,Yes
1,114549,0,5000,4,1000,2,0,0,No
0,64153,0,23563,19,0,0,0,1,No
0,10000,0,790,3,0,0,0,0,No
0,21839,0,853,3,119,1,0,0,No
1,182704,5513,5850,12,3100,10,1,0,No
0,92551,0,13755,13,500,1,0,1,No
0,49353,0,34656,14,0,0,0,1,No
0,21843,0,1411,9,0,0,0,1,No
0,34072,0,500,1,0,0,0,0,No
0,72962,0,28055,16,0,0,0,1,No
0,99502,0,19678,28,600,2,0,1,No
0,13250,0,17778,14,0,0,0,1,No
0,98232,0,56687,14,500,1,0,1,No
0,98895,0,89709,17,500,1,0,1,No
1,119340,1000,400,5,400,5,0,0,No
0,30171,0,15370,13,0,0,0,1,No
0,105957,0,4881,12,0,0,0,1,No
0,22548,0,3225,9,0,0,0,0,No
0,89761,0,11965,13,0,0,0,1,No
0,65263,0,22500,4,0,0,0,0,No
0,128456,0,70125,28,0,0,0,1,No
0,35203,0,1800,16,1800,16,0,0,No
1,62023,0,750,4,550,1,0,0,No
1,44197,0,2500,1,0,0,0,0,No
0,104245,0,45589,14,0,0,0,1,No
0,252520,0,43392,17,500,1,0,1,No
0,85496,0,2799,7,2711,6,0,0,No
1,49874,0,7200,9,1700,4,0,0,Yes
0,109649,0,22136,13,0,0,0,1,No
0,34379,0,13051,20,150,1,1,1,No
1,56688,0,3550,10,1050,9,1,0,Yes
0,48970,0,30872,14,0,0,0,1,No
0,70789,0,76661,29,150,1,0,1,No
0,24277,0,5330,5,0,0,0,1,No
0,20308,0,19526,13,0,0,0,1,No
0,111041,0,10252,12,0,0,0,1,No
0,27904,0,6622,17,0,0,0,1,No
0,128620,0,7747,12,0,0,0,1,No
1,65340,2454,33795,11,500,1,1,1,No
0,27135,0,4908,11,0,0,0,0,No
0,32898,0,1000,1,0,0,0,0,No
0,196922,0,40170,18,0,0,0,1,No
0,196175,0,33886,13,0,0,0,1,Yes
0,11457,0,705,3,0,0,0,0,No
0,175344,0,40152,19,0,0,0,1,No
0,5154,0,54657,28,0,0,1,1,No
0,13232,0,8668,16,0,0,0,0,No
1,88232,0,11550,5,550,3,1,0,No
0,75526,0,46421,14,0,0,0,1,No
0,53935,0,0,0,0,0,0,0,No
0,18402,0,0,0,0,0,0,0,No
0,24784,0,100,1,0,0,0,0,No
0,62903,0,16434,13,0,0,0,1,No
1,80272,0,34744,14,550,2,1,1,No
0,10458,0,10458,12,0,0,0,1,No
0,188184,0,32170,13,0,0,0,1,No
0,83524,0,43152,18,0,0,0,1,Yes
0,10794,0,0,0,0,0,0,0,No
0,49807,0,6393,20,0,0,0,1,No
0,18266,0,12254,15,0,0,0,1,No
0,87851,0,28969,17,0,0,0,1,Yes
0,32991,0,1230,6,0,0,0,1,No
0,28677,0,215,3,0,0,0,0,No
0,103809,0,16776,14,0,0,1,1,No
0,417,0,3000,1,0,0,0,0,No
0,8859,0,11998,13,0,0,0,1,No
0,26896,0,5364,15,0,0,0,1,No
0,16986,0,0,0,0,0,0,0,No
0,25530,0,25131,17,0,0,0,1,Yes
0,77067,0,40129,15,0,0,0,1,No
0,6350,0,0,0,0,0,0,0,No
1,76118,0,79154,41,1992,2,1,1,Yes
0,40420,0,8649,14,0,0,0,1,No
0,30178,0,14422,15,0,0,0,1,No
0,15088,0,0,0,0,0,0,0,No
1,138020,0,16449,17,500,1,0,1,No
0,27310,0,15537,16,500,1,0,1,No
0,109131,0,17481,17,150,1,1,1,Yes
0,35356,0,18520,15,300,1,0,1,No
0,33466,0,355,3,0,0,0,0,No
1,350608,0,50988,26,2643,5,0,1,Yes
1,42107,888,3600,4,1000,2,1,0,No
0,74796,0,19710,15,400,1,0,1,Yes
0,26129,0,20265,17,0,0,0,1,No
0,30893,0,0,0,0,0,0,0,No
0,9445,0,1000,2,1000,2,0,0,No
0,52965,0,500,1,0,0,0,0,No
0,19516,0,17696,16,0,0,0,1,No
0,106378,0,56007,14,0,0,0,1,No
0,22201,0,51278,16,350,1,0,1,No
0,73378,0,13607,14,0,0,0,1,No
1,50193,0,12263,3,0,0,0,1,No
0,165144,0,24156,14,0,0,0,1,No
0,53556,0,0,0,0,0,0,0,No
0,18387,0,40560,19,800,2,1,1,No
0,28577,0,48564,14,0,0,0,1,No
0,55417,0,37127,31,0,0,0,1,Yes
0,142244,0,12325,13,0,0,0,1,No
0,23139,0,8156,14,0,0,0,1,No
0,146232,0,83783,19,375,1,0,1,No
0,35323,0,1875,8,0,0,0,0,No
0,108081,0,217006,24,0,0,0,1,Yes
0,1021,0,100,1,0,0,0,0,No
0,120345,0,38323,17,650,2,0,1,No
0,11593,0,9055,16,0,0,0,1,No
0,68180,0,2044,9,0,0,0,1,No
0,26605,0,3704,11,0,0,0,1,No
0,17920,0,3250,18,0,0,0,0,Yes
0,85156,0,133,5,0,0,0,1,No
0,9005,0,520,1,0,0,0,0,No
0,55404,0,10613,15,500,1,1,1,Yes
0,42584,0,841,6,0,0,0,1,No
1,92843,0,27650,29,9150,26,0,0,No
0,51082,0,40878,13,0,0,1,1,No
0,18727,0,0,0,0,0,0,0,No
0,212029,0,43162,19,0,0,1,1,No
1,48806,0,12600,10,2500,8,1,0,No
0,15610,0,0,0,0,0,0,0,No
1,46876,0,9680,7,0,0,0,0,No
0,14075,0,4286,15,0,0,0,1,No
1,59895,0,10500,4,0,0,0,0,No
0,25936,0,0,0,0,0,0,0,No
0,134318,0,333,3,258,1,0,0,No
0,32807,0,17259,4,0,0,0,1,No
0,38591,0,11039,18,0,0,0,1,No
0,48958,0,24430,5,0,0,0,1,No
0,10710,0,1000,1,0,0,0,0,No
0,60349,0,10350,18,0,0,0,1,No
0,9453,0,2585,5,0,0,0,0,No
0,60867,0,41345,18,0,0,0,1,No
0,27590,0,100,1,0,0,0,0,No
0,100069,0,18745,13,0,0,0,1,No
0,27820,0,3005,11,0,0,0,1,Yes
0,20503,0,520,3,0,0,0,0,No
1,137371,0,4977,6,1977,4,0,0,No
0,12950,0,12798,18,195,1,0,1,Yes
0,25207,957,6883,13,0,0,0,1,No
0,17088,0,0,0,0,0,0,0,No
0,24100,0,26674,23,2300,7,0,1,No
0,101632,0,48658,14,0,0,0,1,No
1,233449,0,21274,18,0,0,0,1,No
0,45257,0,3625,7,0,0,0,0,No
0,626,0,626,1,0,0,0,1,No
0,18272,0,2920,5,0,0,0,1,No
0,10756,0,1375,4,0,0,0,0,No
0,161281,0,6321,8,175,1,0,0,Yes
0,75680,0,23159,14,0,0,0,1,No
0,59839,0,26962,18,0,0,0,1,Yes
0,201259,0,40755,34,0,0,0,1,No
1,101772,0,26480,17,1000,2,0,1,No
1,190674,4704,104159,33,4754,15,0,1,No
0,1452,0,2375,5,0,0,0,1,No
0,30902,0,4175,12,50,1,0,0,No
1,65458,1000,28356,24,1100,3,0,1,Yes
0,114067,0,42569,23,0,0,0,1,No
0,93371,0,55338,20,0,0,0,1,No
0,20207,0,3033,12,0,0,0,1,No
0,41040,0,66292,14,200,2,0,1,No
0,41062,0,8275,11,0,0,0,1,No
0,208825,0,42007,23,0,0,0,1,Yes
1,81087,0,18971,12,0,0,0,1,No
0,14336,0,0,0,0,0,0,0,No
0,29929,0,18032,17,150,1,0,1,Yes
1,121390,0,8500,4,0,0,0,0,No
0,23226,0,2236,2,0,0,0,0,Yes
1,451294,0,45907,22,500,1,1,1,No
1,68012,0,247,3,0,0,0,1,No
0,23589,0,0,0,0,0,0,0,No
0,35033,0,1000,1,0,0,0,0,No
0,19860,0,1500,5,0,0,0,0,No
0,49588,0,4960,14,100,1,0,1,No
0,111442,0,30368,19,0,0,0,1,No
0,87402,0,41685,21,0,0,0,1,No
0,21875,7558,12398,15,0,0,0,1,No
0,71459,0,36608,28,1020,3,0,1,No
0,34049,0,2030,8,0,0,0,0,No
0,39759,0,100,1,100,1,0,0,No
0,64138,0,22089,19,0,0,0,1,No
0,83811,0,25936,15,500,1,0,1,No
0,51864,0,6795,13,0,0,0,1,No
0,168886,0,66859,21,200,1,0,1,No
0,51730,0,2875,16,0,0,0,0,No
1,118141,0,46521,11,0,0,0,1,No
0,76060,0,33424,30,0,0,0,1,Yes
0,25316,0,0,0,0,0,0,0,No
0,16859,0,64109,45,4822,9,0,1,Yes
0,42236,0,8639,10,8389,9,0,0,No
0,3446,0,0,0,0,0,0,0,No
0,26119,0,3189,6,0,0,0,1,No
0,136732,0,87549,20,0,0,0,1,No
0,14554,0,0,0,0,0,0,0,No
0,165203,0,36666,20,0,0,0,1,No
0,76513,0,45265,16,0,0,0,1,No
1,137076,0,61276,24,1600,4,0,1,No
0,11952,0,0,0,0,0,0,0,No
1,44742,0,2500,1,0,0,0,0,No
0,94022,0,2585,14,0,0,0,0,No
0,29287,0,0,0,0,0,0,0,No
0,199273,0,58457,14,0,0,0,1,No
0,114868,0,45996,22,0,0,0,1,No
0,37335,0,19507,17,0,0,0,1,No
0,45522,0,10728,13,0,0,0,1,No
0,66524,0,34682,23,0,0,0,1,No
0,38411,0,500,1,500,1,0,0,No
1,38137,0,11050,3,50,1,1,0,No
0,22077,0,1385,4,0,0,0,0,No
0,65784,0,10953,50,0,0,0,1,No
0,95916,0,11845,11,0,0,0,1,Yes
0,122164,0,9944,16,0,0,1,1,No
1,307149,2562,58008,19,650,2,1,1,No
1,200089,4727,75019,21,300,2,0,1,No
1,161453,0,38956,44,0,0,0,1,No
0,135568,0,40051,21,0,0,0,1,No
0,98339,0,16336,13,0,0,0,1,Yes
0,26103,0,13692,18,0,0,0,1,No
0,11133,0,0,0,0,0,1,0,No
0,7011,0,19791,16,0,0,0,1,No
0,177232,0,14787,13,0,0,0,1,No
0,29298,0,24656,13,0,0,0,1,No
0,35304,0,30532,13,0,0,0,1,No
0,14952,0,250,1,250,1,0,0,No
0,163315,0,8035,29,0,0,0,1,No
0,23649,0,3250,16,0,0,0,0,Yes
0,4460,0,4741,14,1816,1,0,1,No
0,169794,0,22824,19,767,2,0,1,No
0,23781,0,50,1,50,1,0,0,No
1,704113,0,98119,23,0,0,0,1,No
0,34942,0,19016,13,0,0,0,1,No
0,5970,0,1000,1,0,0,0,0,No
1,192246,0,3170,5,500,1,0,0,No
0,34103,0,34630,16,0,0,0,1,No
0,142152,0,19464,13,0,0,0,1,Yes
0,12713,0,0,0,0,0,0,0,No
0,28848,0,0,0,0,0,0,0,No
0,10940,0,0,0,0,0,0,0,No
0,24372,0,255,1,255,1,0,0,No
0,29005,0,90,3,0,0,0,0,No
0,215155,0,57130,15,0,0,0,1,No
0,30062,5368,7373,10,4373,8,0,0,No
0,13117,0,1972,3,0,0,0,1,Yes
